,Web,8,33,Bhajan Pura ,Noida Sector-43 (Police Chowki Sadar Pur),1. BHAJAN PURA 2. C-4 YAMUNA VIHAR 3.  BABAR PUR EXT.4. DURGA PURI CHOWK  5.NAND NAGRI DEPOT 6. ANAND GRAM 7. SEEMA PURI 8. SURYA NAGAR 9. ANAND VIHAR ISBT 10. NHW CROSSING 11. KALYAN PURI CROSSING 12. DALLU PURA 13. MAYUR VIHAR PH-3 MORE 14. NOIDA SEC 12 A-BLK 15. NOIDA SEC-56 16. NOIDA SEC- 12 CHORA MORE 17. NOIDA SEC-10/21 18. NOIDA SEC-19 TELEPHONE EXCHANGE 19.  NOIDA SECTOR-27 MARKET 20. VISHWA BHARTI SCHOOL 21. ATTA CHOWK 22. NOIDA SEC. 28/29  23.  NOIDA SEC-37. 24. NOIDA SECTOR-43 (POLICE CHOWKI SADAR PUR), 22. NOIDA SECTOR-43  21.  NOIDA SEC-37.(POLICE CHOWKI SADAR PUR) 20. NOIDA SEC. 28/29  19. NOIDA SEC-18 METRO STATION  18. FILM CITY MORE UNDER PASS  17. WAVE CINEMA  16.  RAJNI GANDHA CHOWK  15. NOIDA SEC-19 TELEPHONE EXCHANGE 14. NOIDA SEC-10/21 13. NOIDA SEC- 12 CHORA MORE 12. NOIDA SEC-56  11. NOIDA SEC 12 A-BLK 10. MAYUR VIHAR PH-3 MORE  9. DALLU PURA  8. KALYAN PURI CROSSING  7. NHW CROSSING  6. ANAND VIHAR TERMINAL  5. SURYA NAGAR  4. SEEMA PURI  3. ANAND GRAM 2. NAND NAGRI DEPOT. 2. C-4 YAMUNA VIHAR  1. BHAJAN PURA ,31.6,19.06.2019,39,11,50,
,Web,9,33EXT,Bhajan Pura ,Noida Phase-II Phool Mandi,1. BHAJAN PURA 2. C-4 YAMUNA VIHAR 3.  NAND NAGRI DEPOT 4. ANAND GRAM 5. SEEMA PURI 6. SURYA NAGAR 7. ANAND VIHAR TERMINAL 8. NHW CROSSING 9. KALYAN PURI CROSSING 10. DALLU PURA 11. MAYUR VIHAR PH-3 MORE 12. NOIDA SEC 12 A-BLK 13. NOIDA SEC-56 14. NOIDA SEC- 12 CHORA MORE 15. NOIDA SEC-10/21 16. NOIDA SEC-19 TELEPHONE EXCHANGE 17.  NOIDA SECTOR-27 MARKET 18. VISHWA BHARTI SCHOOL 19. ATTA CHOWK 20. NOIDA SEC. 28/29  21.  NOIDA SEC-37. 22. NOIDA SECTOR-43 (POLICE CHOWKI SADAR PUR) 23. AAGA PUR VILLAGE 24. BARULA VILLAGE  25. MAYUR VIHAR MORE 26. SAINIK FARM 27. SADA PUR VILLAGE 28. NOIDA SEC. 82 MORE 29. HOSIERY COMPLEX PATROL PUMP 30. NOIDA PHASE-2 PHOOL MANDI,Down Direction via same as Up Direction,31.6,01.06.2019,39,11,50,
,,10,33A,Badar Pur Khadar Shank No. 27  ,Noida Sector-43 (Police Chowki Sadar Pur),1.  BADAR PUR KHADAR SAINK NO.-27  2.  TRONIKA CITY GATE NO-1 3.  CHAUHAN PATTI 4.  SONIA VIHAR F-BLOCK 5.  NANAKSAR 6.  BHAJAN PURA 7.  C-4 YAMUNA VIHAR 8. NAND NAGARI DEPOT 9. ANAND GRAM 10.  SEEMA PURI 11.  SURYA NAGAR 12. ANAND VIHAR ISBT 13. NHW-24 CROSSING 14. KALYAN PURI CROSSING 15. DALLU PURA 16. MAYUR VIHAR PH-3 MORE 17. NOIDA SEC-12 A-BLK. 18. NOIDA SEC-56 19. NOIDA SEC-12 CHORA MORE 20. NOIDA SEC-10/21 21. TELEPHONE EXCHANGE SEC-19  22  NOIDA SEC-27 MARKET  23 VISHWA BHARTI SCHOOL 24.  ATTA CHOIWK  25. NOIDA SEC. 28/29 26. NOIDA SEC-37 27.  NOIDA SECTOR-43 (POLICE CHOWKI SADAR PUR),30.  NOIDA SECTOR-43 (POLICE CHOWKI SADAR PUR)  29. NOIDA SEC-37  28. NOIDA SEC-28/29  27. NOIDA SEC-18 METRO STATION / GIP  26. FILM CITY MORE UNDER PASS  25. WAVE CINEMA  24  RAJNI GANDHA CHOWK  23. TELEPHONE EXCHANGE SEC-19   22. NOIDA SEC-10/21  21. NOIDA SEC-12 CHORA MORE 20. NOIDA SEC-56  19. NOIDA SEC-12 A-BLK. 18. MAYUR VIHAR PH-3 MORE 17. DALLU PURA  16. KALYAN PURI CROSSING 15. NHW-24 CROSSING  14. ANAND VIHAR ISBT 13.  SURYA NAGAR  12.  SEEMA PURI  11. ANAND GRAM  10. NAND NAGRI TERMINAL  9. JYOTI NAGAR  8. BABAR PUR EXTN. 7.  C-4 YAMUNA VIHAR  6.  BHAJAN PURA  5.  NANAKSAR  4.  SONIA VIHAR F-BLOCK  3.  CHAUHAN PATTI  2.  TRONIKA CITY GATE NO-1  1.  BADAR PUR KHADAR SAINK NO.-27  ,40.0,19.06.2019,3,,3,
,Web,11,33C,Chauhan Patti,Anand Vihar ISBT,"1. CHAUHAN PATTI 2. SONIA VIHAR E-BLOCK 3. NANAKSAR 4. BHAJAN PURA 5. YAMUNA VIHAR C-4, 6. NAND NAGARI DEPOT 7. NAND NAGARI TERMINAL  8. GTB HOSPITAL 9. SWAMI DAYANAND HOSP. 10. P.S.VIVEK VIHAR 11. JAGAT PURI A-BLOCK 12. HASAN PUR DEPOT 13. ANAND VIHAR ISBT",Down Direction via same as Up Direction,25.0,19.06.2019,,,0,
,Web,12,34,Mehrauli Terminal ,Noida Sec-32,1. MEHRAULI 2. LADO SARAI 3. SHED -UL ZAIB 4. A.N.DEPOT 5. HAMDARD NAGAR 6. TUGHLAKABAD VILLAGE 7. PREHLAD PUR 8. BADAR PUR 9. ALI VILLAGE 10. SARITA VIHAR CROSSING 11. KALINDI KUNJ 12.  YAMUNA BRIDGE EAST CHECK POST 13  MAHAMAYA FLYOVER WEST 14.  AMITY SCHOOL/ AMBEDKAR PARK  15. NOIDA SEC-37   16.  NOIDA SEC-28/29  17. SEC-18 METRO STATION / GIP  18. FILM CITY MORE UNDER PASS  19. WAVE CINEMA  20 RAJNI GANDHA CHOWK  21. TELEPHONE EXCHANGE SEC-19 22. NOIDA SEC-10/21 23. NOIDA SEC-12/ CHORA MORE 24. SHIV MANDIR SEC-22  25. SEC-23 CHOWK 26. SEC-53 CHOWK 27.  NOIDA SEC-32. ,26.  NOIDA SEC-32. 25. SEC-53 CHOWK  24. SEC-23 CHOWK  23. SHIV MANDIR SEC-22   22. NOIDA SEC-12/ CHORA MORE 21. NOIDA SEC-10/21   20. TELEPHONE EXCHANGE  19.  NOIDA SEC-27 MARKET 18. VISHWA BHARTI SCHOOL 17. ATTA CHOWK  16.  NOIDA SEC-28/29  15. NOIDA SEC-37  14.  AMITY SCHOOL/ AMBEDKAR PARK  13  MAHAMAYA FLYOVER WEST  12.  YAMUNA BRIDGE EAST CHECK POST  11. KALINDI KUNJ  10. SARITA VIHAR CROSSING 9. ALI VILLAGE 8. BADAR PUR   7. PREHLAD PUR 6. TUGHLAKABAD VILLAGE  5. HAMDARD NAGAR  4. A.N.DEPOT  3. SHED -UL ZAIB  2. LADO SARAI 1. MEHRAULI ,34.0,19.06.2019,38,23,61,
,Web,13,34A,Lado Sarai Terminal ,"Mayur Vihar Phase-III, Paper Market","1. LADO SARAI 2. SHAID-UL-AZAB 3. A.N.DEPOT 4. HAMDARD NAGAR 5. TUGLAKABAD VILLAGE 6. PREHLAD PUR  7. BADAR PUR 8. ALI VILLAGE 9. SARITA VIHAR CROSSING 10. KALINDI KUNJ 11 YAMUNA BRIDGE EAST CHECK POST 12  MAHAMAYA FLYOVER WEST 13.  AMITY SCHOOL/ AMBEDKAR PARK  14. NOIDA SEC-37   15.  NOIDA SEC-28/29  16. SEC-18 METRO STATION / GIP 17. FILM CITY UNDER PASS   18. WAVE CINEMA SEC-18 19. RAJNI GANDHA CHOWK 20. TELEPHONE EXCHANGE SEC-19  21. NOIDA SEC-10/21  22. NOIDA SEC-12/ CHORA MORE 23. NOIDA SEC-56  24. NOIDA SEC-12-A BLOCK 25. MAYUR VIHAR PH-3 MORE 26. MAYUR VIHAR PH-III POCKET A-I  27. MAYUR VIHAR PH-3, PAPER MARKET","26. MAYUR VIHAR PH-3, PAPER MARKET   25. MAYUR VIHAR PH-III POCKET A-I   24. MAYUR VIHAR PH-3 MORE  23. NOIDA SEC-12-A BLOCK  22. NOIDA SEC-56  21. NOIDA SEC-12 CHORA MORE  20. NOIDA SEC-10/21 19. TELEPHONE EXCHANGE SEC-19   18.  NOIDA SEC-27 MARKET  17. VISHWA BHARTI SCHOOL 16. ATTA CHOWK 15.  NOIDA SEC-28/29  14. NOIDA SEC-37  13.  AMITY SCHOOL/ AMBEDKAR PARK  12  MAHAMAYA FLYOVER WEST  11 YAMUNA BRIDGE EAST CHECK POST  10. KALINDI KUNJ  9. SARITA VIHAR CROSSING  8. ALI VILLAGE  7. BADAR PUR  6. PREHLAD PUR  5. TUGLAKABAD VILLAGE   4. HAMDARD NAGAR  3. A.N.DEPOT 2. SHAID-UL-AZAB 1. LADO SARAI ",35.0,19.06.2019,17,2,19,
a,Web,14,39,Jheel,Tri Nagar Jai Mata Mkt. / Anand Parvat,1. JHEEL 2.Khureji Khas 3. SHAKKAR PUR 4. Rainy Well  5.ITO RING ROAD 6. DELHI GATE 7. AJMERI GATE 8. PS PAHAR GANJ 9. DB GUPTA MKT 10.  SARAI ROHILLA 11. E-BLK SHASTRI NAGAR 12. B-3 KESHAV PURAM 13. TRI NAGAR JAI MATA MARKET,Down Direction via same as Up Direction,23.6,19.06.2019,22,15,37,
,Web,15,39A,Anand Vihar ISBT ,Tri Nagar Jai Mata Mkt.,1. ANAND VIHAR ISBT 2. YOJNA VIHAR 3.HARGOVIND  ENCLAVE 4. SHAKAR PUR  5. RAINEY WELL 6. ITO (RING ROAD) 7. DELHI GATE 8. AJMERI GATE 9. P.S. PAHAR GANJ  10. D.B. GUPTA MARKET 11. SARAI ROHILLA 12. E-BLK SHASTRI NAGAR 13. B-3 KESHAV PURAM 14. TRI NAGAR JAI MATA MARKET.,15. TRI NAGAR JAI MATA MARKET. 14. B-3 KESHAV PURAM  13. E-BLK SHASTRI NAGAR  12. SARAI ROHILLA 11. D.B. GUPTA MARKET  10. P.S. PAHAR GANJ  9. AJMERI GATE 8. DELHI GATE  7. ITO (RING ROAD)  6. RAINEY WELL 5. SHAKAR PUR  4.HARGOVIND  ENCLAVE  3. YOJNA VIHAR 2. ANAND VIHAR ISBT MAIN ROAD  1. ANAND VIHAR ISBT ,23.9,19.06.2019,3,,3,
,Web,16,47A,Inder Puri JJ Cly.,C.W.Shop -II / Tehkhand,1. INDER PURI JJCOLONY. 2. LOHA MANDI 3. W.P. NAGAR 4. SHANKER ROAD 5. RIDGE ROAD 6. KENDRIYA TERMINAL 7. KIRSHI BHAWAN 8. SHAHJAHAN ROAD 9. RAVINDRA NAGAR 10. LODHI COLONY 11. DEFENCE COLONY 12.MCKR HOSPITAL  13. LAJPAT NAGAR 14. SNP DEPOT 15. PUNJ SONS 16. CRPF Camp (Crown Plaza)17.  CENTRAL WORK SHOP -II. TEHKHAND,Down Direction via same as Up Direction,31.2,19.06.2019,11,0,11,
,Web,17,73,Anand Vihar ISBT,Tilak Nagar / H.N.Shaheed Pawan Sahni Chowk,"1. ANAND VIHAR ISBT 2. ANAND VIHAR ISBT MAIN ROAD, 3.HP DEPOT 4. SHAKER PUR 5. RAINY WELL 6. ITO AGCR 7. MANDI HOUSE 8. Hanuman Mandir 9. KENDRIYA TERMINAL 10. UPPER RIDGE ROAD 11. SHANKER RD 12. W.P.NAGAR 13. LOHA MANDI 14. NARAINA VIHAR 15. MP DEPOT 16. BERI WALA BAGH 17. H.N. SHAHEED PAWAN SAHNI CHOWK  18. Tilak Nagar",17. Tilak Nagar  16.H.N. SHAHEED PAWAN SAHNI 15.BERI WALA BAGH 14.MP DEPOT 13.NARAINA VIHAR 12. LOHA MANDI  11. W.P.NAGAR 10.SHANKER RD 9. UPPER RIDGE ROAD 8. KENDRIYA TERMINAL  7.Hanuman Mandir 6. Mandi House 5. I.T.O. 4. Rainy Well 3. Shakar Pur 2. HPD 1. Anand Vihar ISBT,29.4,19.06.2019,21,,21,
,Web,18,78,Azad pur Terminal ,Inder Puri Krishi Kunj,1. AZAD PUR TERML. 2. ASHOK VIHAR CROSSING 3. W.P. DEPOT-I 4. P.BAGH TERML. 5. ZAKHIRA 6. MOTI NAGAR 7. S.P. DEPOT 8. LOHA MANDI 9. INDER PURI KRISHI KUNJ,Down Direction via same as Up Direction,14.6,19.06.2019,21,1,22,
,Web,19,85,Anand Vihar ISBT,Punjabi Bagh (T),1. ANAND VIHAR ISBT 2. ANAND VIHAR ISBT MAIN ROAD 3. H.P.DEPOT 4. BALCO APPTT 5. MOTHER DAIRY 6. RAINY WELL 7. ITO AGCR  8. MANDI HOUSE 9. SUCHETA KRIPALANI HOSPITAL 10. PUNCHKUAIN RD 10. PUSA ROAD PETROL PUMP 12. TELEPHONE EXCHANGE 13. W.P. NAGAR 14. K.PURA TERML 15. P.BAGH TERMINAL.,1. ANAND VIHAR ISBT 2. H.P.DEPOT 3. BALCO APPTT 4. MOTHER DAIRY 5. RAINY WELL 6. ITO AGCR  7. MANDI HOUSE 8. SUCHETA KRIPALANI HOSPITAL 9. PUNCHKUAIN RD 10. PUSA ROAD PETROL PUMP 11. TELEPHONE EXCHANGE 12. W.P. NAGAR 13. K.PURA TERML 14. P.BAGH TERMINAL.,28.0,19.06.2019,8,10,18,
,Web,20,85EXT,Anand Vihar ISBT,West Enclave,1. ANAND VIHAR ISBT 2. ANAND VIHAR ISBT MAIN ROAD  3. H.P. DEPOT 4. BALCO APARTMENTS 5. MOTHER DAIRY  6. RAINY WELL 7. ITOAGCR  8. MANDI  HOUSE 9. SUCHETA KRIPLANI HOSPITAL /  SHIVAJI STADIUM  10. PUNCHKUAIN ROAD 11. SADHU VASVANI MARG 12. TELEPHONE EXCHANGE 13. WEST PATEL NAGAR. 14. KARAM PURA TERMINAL 15. PUNJABI BAGH 16. MOHINDRA PARK 17. KESHAV MAHAVIDHALYA 18. WEST ENCLAVE.,1. ANAND VIHAR ISBT 2. H.P. DEPOT 3. BALCO APARTMENTS 4. MOTHER DAIRY  5. RAINY WELL 6. ITOAGCR  7. MANDI  HOUSE 8. SUCHETA KRIPLANI HOSPITAL /  SHIVAJI STADIUM  9. PUNCHKUAIN ROAD 10. SADHU VASVANI MARG 11. TELEPHONE EXCHANGE 12. WEST PATEL NAGAR. 13. KARAM PURA TERMINAL 14. PUNJABI BAGH 15. MOHINDRA PARK 16. KESHAV MAHAVIDHALYA 17. WEST ENCLAVE.,34.2,19.06.2019,7,6,13,
a,Web,21,88,ISBT Nityanand Marg,Tri Nagar Jai Mata Market Terminal,7. ISBT NITYANAND MARG 8. ICE FACTORY 9. CLOCK TOWER 10. NAGIA PARK SHAKTI NAGAR 11. GULABI BAGH 12. SHASTRI NAGAR E-BLOCK 13. B-3 KESHAV PURAM 14. TRI NAGAR JAI MATA MKT. TERMINAL,Down Direction via same as Up Direction,14.0,19.06.2019,,,,
a,Web,22,89,SAROJINI NAGAR DEPOT ,Kend. Terminal,1. KEND. TERMINAL 2. KRISHI BHAWAN 3. P.S. TUGLAK ROAD 4. SAFDERJUNG AIRPORT 5. INA MARKET 6. SAROJINI NAGAR DEPOT,Down Direction via same as Up Direction,14.0,10.12.2019,,,,
,Web,23,100EXT,Kendriya Terminal,Samey Pur,1. KENDRIYA TERMINAL 2. RAM MANOHAR LOHIA HOSP. 3. REGAL 4. CHITRA GUPTA ROAD 5. MASTER PRITHVI NATH MARG / FAIZ ROAD 6. ICE FACTORY 7. MALKA GANJ 8. MOURICE NAGAR. 9. G.T.B.NAGAR. 10. MODEL TOWN-II 11. ADARSH NAGAR. 12. GTK DEPOT 13. SAMEY PUR,Down Direction via same as Up Direction,26.0,19.06.2019,7,,7,
,Web,24,100A,Kendriya Terminal,Badli Rly. Station,1. KENDRIYA TERMINAL 2. R.M.L.H 3. REGAL 4. CHITRA GUPTA ROAD 5. MASTER PRITHVI NATH MARG / FAIZ ROAD 6. ICE FACTORY 7. MALKA GANJ 8. MOURICE NAGAR. 9. G.T.B.NAGAR. 10. MODEL TOWN-II 11. ADARSH NAGAR. 12. GTK DEPOT 13. SAMEY PUR 14. BADLI RAILWAY STATION,Down Direction via same as Up Direction,26.0,19.06.2019,3,,3,
,Web,25,103,Old Delhi Rly. Station,Narela Terminal,1. Old Delhi RAILWAY STATION  2. ISBT/ MORI GATE 3. OLD SECTT 4. GTB NAGAR 5. MODEL TOWN -II 6. ADARSH NAGAR 7. GTK DEPOT 8. BADLI CROSSING GT RD 9. NANGLI POONAM 10. BUDH PUR 11. ALIPUR 12. DURGA MANDIR 13. ALIPUR GARHI 14. ARBINDO FARM 15. SHAHPUR GARHI 16. BHOR GARH  17. NARELA ,18. Narela Terminal 17. A-9 Narela 16. S.R. Harish chander Hospital 15. Bhor Garh 14. SHAHPUR GARHI 13. ARBINDO FARM 12. ALIPUR GARHI  11. ALIPUR GT ROAD  10. BUDH PUR   9. NANGLI POONAM  8. LIBAS PUR GT ROAD  7. GTK DEPOT  6. ADARSH NAGAR 5. MODEL TOWN -II   4. GTB NAGAR 3. OLD SECTT 2. ISBT/ MORI GATE  1. Old Delhi RAILWAY STATION,31.5 / 33.5,19.06.2019,5,2,7,
,Web,26,103STL,Azad pur Terminal ,Narela B-4 Pocket ,1. Azad Pur Terminal 2. ADARSH NAGAR 3. GTK DEPOT 4. LIBAS PUR GT RD 5. NANGLI POONAM 6. BUDH PUR 7. ALIPUR 8. DURGA MANDIR 9. ALIPUR GARHI 10. ARBINDO FARM 11. SHAHPUR GARHI 12. BHOR GARH  13. NARELA TERMINAL 14. S RAJA HARICHANDRA HOSPITAL 15. NARELA B-4 POCKET-13,1. Azad Pur Terminal 2. ADARSH NAGAR 3. GTK DEPOT 4. LIBAS PUR GT RD 5. NANGLI POONAM 6. BUDH PUR 7. ALIPUR 8. DURGA MANDIR 9. ALIPUR GARHI 10. ARBINDO FARM 11. SHAHPUR GARHI 12. BHOR GARH  13. NARELA TERMINAL 14. S RAJA HARICHANDRA HOSPITAL 15. NARELA B-4 POCKET-13,31.5 / 33.5,19.06.2019,5,2,7,
,Web,27,105,ISBT (Maharana Pratap Bus (T),Mukhmel Pur,1. ISBT 2. OLD SECTT 3. GTB NAGAR 4. NIRANKARI COLONY 5. JHARODA DAIRY CROSSING  6. BURARI VILLAGE 7. LONIYAN IND. 8. IBRAHIM PUR 9. HIRANKI 10. MUKHMEL PUR  ,Down Direction via same as Up Direction,18.5,19.06.2019,1,,1,
,Web,28,106,Old Delhi Rly. Station,Qutabgarh ,1.Old Delhi RAILWAY STATION  2. TIS HAZARI (Animal Hosp.)/ISBT 3. ICE FACTORY 4. CLOCK TOWER 5. RP BAGH 6. BARA BAGH 7. ADARSH NAGAR 8. GTK DEPOT 9. HAIDER PUR W/ WORKS 10. ESI HOSPITAL 11. ROHINI SEC-16 12. SHAHBAD DAULAT PUR 13. SHAHBAD DAIRY 14. PREHLAD PUR 15. BARWALA 16. POOTH KHURD 17. DHAKE WALA 18. BAWANA 19. DARIYA PUR SCHOOL 20. HAREWALI MORE 21. AUCHANDI BDR. 22. MANGESH PUR 23. QUTAB GARH ,Down Direction via same as Up Direction,43.2,19.06.2019,21,1,22,
,Web,29,106A,Old Delhi Rly. Station,Bawana,1.Old Delhi RAILWAY STATION  2. TIS HAZARI (Animal Hosp.)/ISBT 3. ICE FACTORY 4. CLOCK TOWER 5. RP BAGH 6. BARA BAGH 7. ADARSH NAGAR 8. GTK DEPOT 9. SAMEY PUR 10. BADLI RAILWAY STATION 11.SHAHBAD DAULAT PUR 12. SHAHBAD DAIRY 13. PREHLAD PUR 14. BARWALA 15. POOTH KHURD 16. DHAKE WALA 17. BAWANA ,18.BAWANA  17. DHAKE WALA   16. POOTH KHURD  15. BARWALA  14. PREHLAD PUR  13. SHAHBAD DAIRY  12. SHAHBAD DAULAT PUR  11. BADLI RAILWAY STATION  10. SAMEY PUR  9. LIBAS PUR CROSSING 8. GTK DEPOT   7. ADARSH NAGAR  6. BARA BAGH   5. RP BAGH  4. CLOCK TOWER  3. ICE FACTORY 2. TIS HAZARI (Animal Hosp.)/ISBT  1.Old Delhi RAILWAY STATION  ,33.0,9,4,,4,
,Web,30,107,Old Delhi Rly. Station,Katewara Village,1. Old Delhi RAILWAY STATION 2. MORI GATE/ISBT 3. STA OFFICE 4. OLDS ECTT.5.GTN NAGAR 6. MODEL TOWN -II 7. ADARSH NAGAR. 8. GTK DEPOT 9. BADLI X-ING 10. ROHINI S-18 11. SHAHBAD DAULAT PUR 12.  SHAHBAD DAIRY 13..PREHLAD PUR 14. BARWALA 15. POOTH KHURD 16. DHAKEY WALA 17. BAWANA 18 DARYA PUR SCHOOL 19. BAJEET PUR 20. KATEWRA VILLAGE. ,Down Direction via same as Up Direction,39.5,One Fare Stage Increase w.e.f. 19.11.2018,2,,2,
,Web,31,108,Nehru Vihar,H.N. Shaheed Pawan Sahni Chowk,1. NEHRU VIHAR 2.  BR HOSP. 3. KHALSA COLL. 4. SHAKTI NAGAR / NAGIA PARK 5. GULABI BAGH 6. E-BLK SHASTRI NAGAR 7. ZAKHIRA 8. MOTI NAGAR 9. PS KIRTI NAGAR 10. M.P. DEPOT 11. BERI WALA BAGH 12. H.N.SHAHEED PAWAN SAHNI CHOWK,Down Direction via same as Up Direction,20.0,,10,,10,
,Web,32,109,Azad pur Terminal ,Bankner Village,1. AZAD PUR TERMINAL 2. ADARSH NAGAR 3. GTK DEPOT 4. LIBAS PUR GT ROAD. 5. NANGLI POONAM 6. BUDH PUR 7. ALIPUR GT ROAD 8. DURGA MANDIR 9. ALIPUR GARHI 10. ARVIND FARM 11. SHAHPUR GARHI 12. BHORE GARH 13 .NARELA 14. BANKNER VILLAGE,15. BANKNER VILLAGE 14 .NARELA  13. A-9 Narela  12. Raja Harish Chander Hospital  11. BHORE GARH  10. SHAHPUR GARHI 9. ARVIND FARM  8. ALIPUR GARHI  7. ALIPUR GT ROAD  6. BUDH PUR  5. NANGLI POONAM  4. LIBAS PUR GT ROAD. 3. GTK DEPOT  2. ADARSH NAGAR  1. AZAD PUR TERMINAL ,23.0,01.08.2014 / 27.12.2014,1,,1,
,Web,33,112,Old Delhi Rly. Station,Shaffiabad Border,1. Old Delhi RAILWAY STATION  2. ISBT/MORI GATE 3. OLD SECTT 4. GTB NAGAR 5. MODEL TOWN-II 6. ADARSH NAGAR 7. GTK DEPOT 8. LIBAS PUR GT ROAD. 9. NANGLI POONAM 10. BUDH PUR 11. ALIPUR  12. DURGA MANDIR 13. ALIPUR GARHI  14. ARVINDO FARM 15. SHAHPUR GARHI 16. BHOR GARH 17. NARELA 18. SHAFIABAD CROSSING 19. SAFIABAD BDR.,19. SAFIABAD BDR. 18. SHAFIABAD CROSSING  17. A-9 NARELA  16. Raja Harish Chander Hospital  15. BHOR GARH  14. SHAHPUR GARHI  13. ARVINDO FARM  12. ALIPUR GARHI  11. ALIPUR  10. BUDH PUR  9. NANGLI POONAM  8. LIBAS PUR GT ROAD. 7. GTK DEPOT  6. ADARSH NAGAR  5. MODEL TOWN-II  4. GTB NAGAR  3. OLD SECTT  2. ISBT/MORI GATE  1. Old Delhi RAILWAY STATION  ,34.5,27.12.2014,2,,2,
